Gene	Family
Soffic.06G0016730-6H	ABI3VP1	TFF
Soffic.04H0012930-4H	WRKY	TFF
Soffic.01D0003090-1D	Orphans	Orphans
Soffic.03G0024230-3F	ABI3VP1	TFF
Soffic.03G0021140-3G	GeBP	TFF
Soffic.10F0000960-10F	GRAS	TFF
Soffic.04G0030690-4G	Orphans	Orphans
Soffic.02G0032960-2E	FAR1	TFF
Soffic.06G0022750-6A	Tify	TFF
Soffic.02G0026380-2C	NAC	TFF
Soffic.03G0011460-3D	Orphans	Orphans
Soffic.05G0003980-5H	OFP	TFF
Soffic.06G0010910-6E	C2H2	TFF
Soffic.03G0005390-3D	Alfin-like	TFF
Soffic.10G0011200-10G	Orphans	Orphans
Soffic.03G0033070-3B	AP2-EREBP	TFF
Soffic.06G0019790-6F	bZIP	TFF
Soffic.05G0000260-5C	SAP	TFF
Soffic.03G0037150-3G	FAR1	TFF
Soffic.06G0024220-6B	TRAF	OTR
Soffic.09E0019770-9E	AP2-EREBP	TFF
Soffic.09G0014510-9C	bZIP	TFF
Soffic.04G0001060-4B	bHLH	TFF
Soffic.04G0019450-4A	bHLH	TFF
Soffic.10G0005690-10D	AUX/IAA	OTR
Soffic.02G0030390-2C	MYB	TFF
Soffic.05G0021110-5E	AP2-EREBP	TFF
Soffic.04G0000380-4A	bHLH	TFF
Soffic.04G0021340-4E	NAC	TFF
Soffic.06G0002620-6F	ABI3VP1	TFF
Soffic.09G0018250-9B	zf-BED	TFF
Soffic.09G0014910-9C	C2C2-Dof	TFF
Soffic.01G0031280-1E	MYB-related	TFF
Soffic.01G0045070-1G	bHLH	TFF
Soffic.06G0023610-6A	ARF	TFF
Soffic.04C0003860-4C	AP2-EREBP	TFF
Soffic.09G0007610-9B	OFP	TFF
Soffic.03G0036780-3G	Orphans	Orphans
Soffic.01G0012060-1D	FHA	TFF
Soffic.05G0000250-5E	PAS	TFF
Soffic.07G0008520-7D	AP2-EREBP	TFF
Soffic.02G0016660-2E	WRKY	TFF
Soffic.03G0008050-3A	bHLH	TFF
Soffic.09F0003800-9F	MYB	TFF
Soffic.02G0037580-2D	OFP	TFF
Soffic.09G0009980-9B	Orphans	Orphans
Soffic.03G0002070-3B	Orphans	Orphans
Soffic.01G0038860-1E	MED26	OTR
Soffic.08G0005790-8A	AP2-EREBP	TFF
Soffic.01G0012520-1E	HB	TFF
Soffic.09G0013560-9C	AP2-EREBP	TFF
Soffic.09G0015590-9G	GNAT	OTR
Soffic.03G0018530-3E	GNAT	OTR
Soffic.03D0034140-3D	MADS	TFF
Soffic.01G0032140-1D	GNAT	OTR
Soffic.04G0028760-4F	CCAAT	TFF
Soffic.08G0002830-8D	GRAS	TFF
Soffic.10H0003310-10H	NAC	TFF
Soffic.03G0023480-3H	MYB	TFF
Soffic.02G0030140-2G	TRAF	OTR
Soffic.04G0028250-4F	GeBP	TFF
Soffic.04G0020080-4E	ARF	TFF
Soffic.03G0007140-3A	MYB-related	TFF
Soffic.06G0023570-6C	Orphans	Orphans
Soffic.09G0014940-9H	C2H2	TFF
Soffic.01G0007190-1B	MYB-related	TFF
Soffic.06G0003010-6G	FAR1	TFF
Soffic.09G0013550-9E	TUB	TFF
Soffic.03E0017190-3E	PLATZ	TFF
Soffic.03G0031570-3C	CCAAT	TFF
Soffic.06G0018980-6A	MYB	TFF
Soffic.10G0017600-10F	Orphans	Orphans
Soffic.04G0025200-4G	C2H2	TFF
Soffic.01D0003760-1D	Orphans	Orphans
Soffic.03G0013000-3C	HB	TFF
Soffic.07C0002470-7C	TRAF	OTR
Soffic.02F0009230-2F	FAR1	TFF
Soffic.03G0012420-3G	AP2-EREBP	TFF
Soffic.10G0006800-10D	Orphans	Orphans
Soffic.03G0009440-3F	NAC	TFF
Soffic.03F0038040-3F	WRKY	TFF
Soffic.01G0029130-1A	bHLH	TFF
Soffic.07G0019830-7F	SWI/SNF-BAF60b	OTR
Soffic.07E0018310-7E	AP2-EREBP	TFF
Soffic.05G0013450-5C	PAS	TFF
Soffic.06G0016990-6B	FAR1	TFF
Soffic.08G0006480-8E	zf-BED	TFF
Soffic.08G0002390-8F	MYB	TFF
Soffic.02G0019210-2D	AP2-EREBP	TFF
Soffic.10G0019400-10D	Orphans	Orphans
Soffic.09G0021350-9H	SET	OTR
Soffic.04G0026960-4D	C2C2-Dof	TFF
Soffic.02H0022360-2H	bHLH	TFF
Soffic.03G0003330-3C	Orphans	Orphans
Soffic.02G0018350-2E	GeBP	TFF
Soffic.02G0020610-2A	bZIP	TFF
Soffic.01G0049570-1D	HSF	TFF
Soffic.06G0015090-6C	bHLH	TFF
Soffic.03G0011210-3A	MADS	TFF
Soffic.03G0034730-3G	TIG	TFF
Soffic.03G0014650-3D	Orphans	Orphans
Soffic.03G0031860-3E	CCAAT	TFF
Soffic.01G0024190-1D	TRAF	OTR
Soffic.08G0013430-8E	GRAS	TFF
Soffic.10G0000520-10G	MYB	TFF
Soffic.04G0018360-4E	FAR1	TFF
Soffic.06C0000850-6C	TUB	TFF
Soffic.01G0046090-1A	Orphans	Orphans
Soffic.05G0008400-5A	FAR1	TFF
Soffic.02D0038270-2D	Orphans	Orphans
Soffic.07G0003700-7F	bHLH	TFF
Soffic.09G0017220-9A	GNAT	OTR
Soffic.01G0017620-1G	Tify	TFF
Soffic.09G0015100-9B	C2H2	TFF
Soffic.02G0011270-2D	AP2-EREBP	TFF
Soffic.04G0005640-4G	PLATZ	TFF
Soffic.01G0028480-1G	Jumonji	OTR
Soffic.09G0010550-9A	PHD	OTR
Soffic.07G0020510-7C	C2C2-Dof	TFF
Soffic.01D0037890-1D	WRKY	TFF
Soffic.07E0010300-7E	mTERF	OTR
Soffic.08G0005510-8G	MYB-related	TFF
Soffic.10G0005780-10H	bHLH	TFF
Soffic.10G0015590-10G	FAR1	TFF
Soffic.01G0003480-1D	NAC	TFF
Soffic.09G0015220-9G	WRKY	TFF
Soffic.04G0032930-4G	Jumonji	OTR
Soffic.07G0012760-7A	FAR1	TFF
Soffic.02F0002400-2F	NAC	TFF
Soffic.07G0018270-7B	FAR1	TFF
Soffic.02G0019210-2C	Tify	TFF
Soffic.08H0008920-8H	NAC	TFF
Soffic.02G0037100-2A	FAR1	TFF
Soffic.02G0038230-2E	Orphans	Orphans
Soffic.07G0012250-7A	PHD	OTR
Soffic.09G0024570-9A	bHLH	TFF
Soffic.08G0009300-8G	MED26	OTR
Soffic.06G0001470-6E	SET	OTR
Soffic.07F0000980-7F	Orphans	Orphans
Soffic.05G0004640-5G	Orphans	Orphans
Soffic.07G0018130-7A	MADS	TFF
Soffic.03F0016130-3F	zf-A20	TFF
Soffic.03G0001600-3F	TCP	TFF
Soffic.06G0014960-6A	LIM	TFF
Soffic.07G0019620-7F	HSF	TFF
Soffic.03G0014180-3G	MYB-related	TFF
Soffic.03G0026440-3G	Top	TFF
Soffic.10H0023130-10H	SRS	TFF
Soffic.04E0027990-4E	GNAT	OTR
Soffic.10G0023800-10D	ARF	TFF
Soffic.01C0028760-1C	C3H	TFF
Soffic.07G0013080-7E	SET	OTR
Soffic.01G0034790-1C	PLATZ	TFF
Soffic.02G0031910-2A	mTERF	OTR
Soffic.08G0013990-8C	bHLH	TFF
Soffic.02G0014840-2F	WRKY	TFF
Soffic.04G0014530-4G	NAC	TFF
Soffic.10G0012930-10C	mTERF	OTR
Soffic.01G0000540-1A	Orphans	Orphans
Soffic.03G0003890-3F	C3H	TFF
Soffic.02G0028130-2C	Orphans	Orphans
Soffic.02G0005290-2F	SAP	TFF
Soffic.05G0020130-5B	MYB	TFF
Soffic.01G0038850-1D	PHD	OTR
Soffic.10G0020500-10G	MYB-related	TFF
Soffic.01G0028390-1D	C2C2-Dof	TFF
Soffic.05G0022160-5A	GRAS	TFF
Soffic.06F0008080-6F	bHLH	TFF
Soffic.05G0004790-5F	HB	TFF
Soffic.09G0006660-9D	MYB-related	TFF
Soffic.07C0006660-7C	TRAF	OTR
Soffic.02H0024730-2H	bZIP	TFF
Soffic.06G0018820-6A	C2H2	TFF
Soffic.04G0031920-4G	Orphans	Orphans
Soffic.03C0036340-3C	SET	OTR
Soffic.09G0013960-9D	MYB	TFF
Soffic.02B0025110-2B	bZIP	TFF
Soffic.02G0017550-2F	bHLH	TFF
Soffic.06G0019460-6E	Top	TFF
Soffic.05G0022380-5A	GRAS	TFF
Soffic.05G0020520-5H	GRAS	TFF
Soffic.02G0018630-2E	HSF	TFF
Soffic.02G0014870-2D	MYB-related	TFF
Soffic.10G0010620-10D	MYB	TFF
Soffic.07G0014900-7G	FAR1	TFF
Soffic.09G0021630-9H	WRKY	TFF
Soffic.07G0014840-7H	TCP	TFF
Soffic.01G0054460-1D	Not1	TFF
Soffic.04G0024650-4E	BSD	TFF
Soffic.03G0020990-3F	GRAS	TFF
Soffic.08G0011090-8B	mTERF	OTR
Soffic.03G0010940-3F	C2C2-Dof	TFF
Soffic.03G0020030-3C	OFP	TFF
Soffic.02G0024650-2C	AP2-EREBP	TFF
Soffic.03G0029340-3A	bZIP	TFF
Soffic.04G0023970-4A	CCAAT	TFF
Soffic.03G0000420-3H	OFP	TFF
Soffic.10G0007090-10G	Orphans	Orphans
Soffic.01G0017860-1D	Jumonji	OTR
Soffic.08G0001350-8C	C2H2	TFF
Soffic.06G0003960-6A	MYB	TFF
Soffic.02G0006000-2C	FAR1	TFF
Soffic.02G0002400-2G	Orphans	Orphans
Soffic.03G0034750-3E	SET	OTR
Soffic.04G0006000-4E	AP2-EREBP	TFF
Soffic.04E0003570-4E	TUB	TFF
Soffic.09F0015220-9F	OFP	TFF
Soffic.01G0038080-1D	bZIP	TFF
Soffic.02G0001370-2B	zf-C5HC2	TFF
Soffic.02G0026700-2H	Orphans	Orphans
Soffic.03G0031320-3D	CCAAT	TFF
Soffic.02G0030390-2D	ABI3VP1	TFF
Soffic.03G0000200-3F	MYB	TFF
Soffic.04G0022310-4B	NAC	TFF
Soffic.01G0017000-1A	ABI3VP1	TFF
Soffic.08D0004470-8D	OFP	TFF
Soffic.04H0022630-4H	C2C2-YABBY	TFF
Soffic.04C0027190-4C	C2C2-CO-like	TFF
Soffic.07F0016600-7F	bZIP	TFF
Soffic.01G0035640-1A	Orphans	Orphans
Soffic.06G0019590-6G	bHLH	TFF
Soffic.07G0013140-7F	zf-BED	TFF
Soffic.10G0014980-10D	BES1	TFF
Soffic.04G0023640-4H	AP2-EREBP	TFF
Soffic.07G0016480-7B	MYB	TFF
Soffic.01G0021410-1H	C2H2	TFF
Soffic.10H0018110-10H	C3H	TFF
Soffic.09G0016590-9H	WRKY	TFF
Soffic.01G0012060-1C	BSD	TFF
Soffic.03H0032730-3H	bZIP	TFF
Soffic.02G0028490-2C	GRAS	TFF
Soffic.10G0022550-10B	MYB-related	TFF
Soffic.04F0032680-4F	C2H2	TFF
Soffic.03G0026650-3D	CPP	TFF
Soffic.05G0008940-5C	zf-HD	TFF
Soffic.06G0010140-6H	Orphans	Orphans
Soffic.10H0020010-10H	SBP	TFF
Soffic.04C0020150-4C	Jumonji	OTR
Soffic.09C0002450-9C	Orphans	Orphans
Soffic.02G0008000-2G	C2H2	TFF
Soffic.10F0023170-10F	bZIP	TFF
Soffic.01G0004020-1H	C2H2	TFF
Soffic.06G0002390-6D	Orphans	Orphans
Soffic.02G0010200-2B	AP2-EREBP	TFF
Soffic.01G0049320-1C	AP2-EREBP	TFF
Soffic.01F0022080-1F	CCAAT	TFF
Soffic.09G0022240-9H	zf-HD	TFF
Soffic.05G0012500-5G	GRAS	TFF
Soffic.04E0005040-4E	MYB-related	TFF
Soffic.10G0001690-10G	NAC	TFF
Soffic.04G0030540-4G	CCAAT	TFF
Soffic.07D0006820-7D	GNAT	OTR
Soffic.07G0003810-7C	AP2-EREBP	TFF
Soffic.09G0008100-9A	NAC	TFF
Soffic.01G0046980-1H	Orphans	Orphans
Soffic.01G0015260-1B	NAC	TFF
Soffic.04H0021240-4H	SET	OTR
Soffic.10G0020560-10E	Orphans	Orphans
Soffic.08E0005100-8E	SAP	TFF
Soffic.01G0025110-1G	MYB	TFF
Soffic.04B0009080-4B	MADS	TFF
Soffic.10G0015490-10C	NAC	TFF
Soffic.03G0008210-3H	bHLH	TFF
Soffic.01G0007950-1D	HB	TFF
Soffic.05G0020310-5H	GRAS	TFF
Soffic.04G0014590-4B	bZIP	TFF
Soffic.08G0000200-8E	SAP	TFF
Soffic.07G0007860-7H	TRAF	OTR
Soffic.07G0016650-7C	bHLH	TFF
Soffic.01G0033440-1E	AP2-EREBP	TFF
Soffic.02H0034500-2H	MYB	TFF
Soffic.07E0018290-7E	AP2-EREBP	TFF
Soffic.01C0039190-1C	WRKY	TFF
Soffic.06G0011590-6G	Orphans	Orphans
Soffic.03G0026380-3A	NAC	TFF
Soffic.07G0017260-7G	MADS	TFF
Soffic.07E0010660-7E	WRKY	TFF
Soffic.02G0023520-2G	AP2-EREBP	TFF
Soffic.03G0021210-3C	C3H	TFF
Soffic.09G0014570-9D	NAC	TFF
Soffic.07G0004480-7H	CCAAT	TFF
Soffic.01G0008470-1C	HB	TFF
Soffic.07G0011140-7G	PAS	TFF
Soffic.01G0042330-1C	Orphans	Orphans
Soffic.01G0011340-1B	GeBP	TFF
Soffic.07G0003130-7G	zf-LSD1	TFF
Soffic.06G0002240-6H	Orphans	Orphans
Soffic.09G0022390-9D	OFP	TFF
Soffic.10G0017100-10B	GRAS	TFF
Soffic.07G0018900-7A	Orphans	Orphans
Soffic.04G0007540-4D	Orphans	Orphans
Soffic.05D0014720-5D	MYB	TFF
Soffic.07G0012070-7F	PHD	OTR
Soffic.04G0030350-4B	bHLH	TFF
Soffic.02G0004860-2D	Tify	TFF
Soffic.07G0010790-7G	Orphans	Orphans
Soffic.09H0022790-9H	Orphans	Orphans
Soffic.02G0032810-2D	C2H2	TFF
Soffic.02G0009700-2G	BES1	TFF
Soffic.10G0025270-10E	bZIP	TFF
Soffic.02F0000820-2F	zf-C5HC2	TFF
Soffic.09G0019200-9G	FAR1	TFF
Soffic.02G0011240-2H	SET	OTR
Soffic.10G0007090-10H	LIM	TFF
Soffic.03G0022410-3E	Top	TFF
Soffic.09G0007150-9H	FAR1	TFF
Soffic.04G0026660-4A	AP2-EREBP	TFF
Soffic.10C0003400-10C	MADS	TFF
Soffic.07G0006190-7H	SET	OTR
Soffic.02G0002590-2G	MYB	TFF
Soffic.01G0035300-1B	ABI3VP1	TFF
Soffic.01B0047690-1B	bHLH	TFF
Soffic.07G0013910-7E	bZIP	TFF
Soffic.08G0005620-8E	TCP	TFF
Soffic.06G0025740-6B	ABI3VP1	TFF
Soffic.03G0024230-3H	MADS	TFF
Soffic.01E0008340-1E	C2C2-Dof	TFF
Soffic.10G0006410-10A	Orphans	Orphans
Soffic.04G0017150-4H	FAR1	TFF
Soffic.10G0022570-10A	MADS	TFF
Soffic.03G0039080-3D	SRS	TFF
Soffic.02G0000350-2G	TRAF	OTR
Soffic.01G0044100-1H	Tify	TFF
Soffic.05G0021320-5C	AP2-EREBP	TFF
Soffic.03D0013820-3D	C2C2-GATA	TFF
Soffic.03G0020640-3H	zf-BED	TFF
Soffic.04G0032590-4B	zf-fF-X1	TFF
Soffic.03G0015410-3A	zf-BED	TFF
Soffic.02G0017700-2D	TCP	TFF
Soffic.02G0028500-2C	FAR1	TFF
Soffic.01G0043070-1B	zf-BED	TFF
Soffic.09G0013420-9H	bZIP	TFF
Soffic.08E0002500-8E	FHA	TFF
Soffic.01C0044390-1C	bZIP	TFF
Soffic.02G0008120-2E	Orphans	Orphans
Soffic.05G0008570-5H	AP2-EREBP	TFF
Soffic.08G0005970-8G	bHLH	TFF
Soffic.03G0016500-3G	zf-BED	TFF
Soffic.06G0024680-6G	SWI/SNF-BAF60b	OTR
Soffic.10G0013950-10E	NAC	TFF
Soffic.07G0003230-7F	Orphans	Orphans
Soffic.10G0019220-10D	WRKY	TFF
Soffic.01D0019570-1D	Trihelix	TFF
Soffic.03F0033940-3F	MYB	TFF
Soffic.01G0049910-1C	Orphans	Orphans
Soffic.05G0012870-5C	zf-BED	TFF
Soffic.04D0006440-4D	HB	TFF
Soffic.01G0037930-1B	C3H	TFF
Soffic.02G0021390-2A	AP2-EREBP	TFF
Soffic.02G0031850-2A	C3H	TFF
Soffic.10G0017830-10A	Orphans	Orphans
Soffic.01G0015050-1D	HB	TFF
Soffic.07G0016810-7A	MYB	TFF
Soffic.07G0014950-7C	NAC	TFF
Soffic.04G0030710-4C	FAR1	TFF
Soffic.10G0019920-10C	MADS	TFF
Soffic.07C0016670-7C	bHLH	TFF
Soffic.01G0028360-1B	AP2-EREBP	TFF
Soffic.02G0017810-2F	bHLH	TFF
Soffic.05G0008970-5H	GRAS	TFF
Soffic.01G0050120-1B	bHLH	TFF
Soffic.03G0016900-3G	bHLH	TFF
Soffic.08G0016420-8C	CCAAT	TFF
Soffic.08G0001300-8G	GRAS	TFF
Soffic.09H0014430-9H	MYB	TFF
Soffic.10G0019320-10B	MADS	TFF
Soffic.06G0015930-6H	Orphans	Orphans
Soffic.03H0037410-3H	C2H2	TFF
Soffic.01G0010080-1B	bHLH	TFF
Soffic.03G0026280-3H	CPP	TFF
Soffic.09G0021470-9E	Orphans	Orphans
Soffic.05G0018760-5G	bHLH	TFF
Soffic.02F0022200-2F	C3H	TFF
Soffic.08H0015410-8H	NAC	TFF
Soffic.10G0005780-10G	PHD	OTR
Soffic.04G0018930-4A	NAC	TFF
Soffic.10G0017770-10G	C3H	TFF
Soffic.01G0008280-1G	zf-BED	TFF
Soffic.04G0009100-4F	Orphans	Orphans
Soffic.01G0051160-1A	E2F-DP	TFF
Soffic.02G0019600-2B	AP2-EREBP	TFF
Soffic.05G0012560-5E	Orphans	Orphans
Soffic.07D0018670-7D	bHLH	TFF
Soffic.10G0019080-10B	SBP	TFF
Soffic.02G0024550-2A	Orphans	Orphans
Soffic.02G0006110-2A	AUX/IAA	OTR
Soffic.10H0020630-10H	MADS	TFF
Soffic.07G0021210-7A	bHLH	TFF
Soffic.01G0029330-1G	C3H	TFF
Soffic.03G0016190-3B	bHLH	TFF
Soffic.03G0002540-3G	C2H2	TFF
Soffic.08G0012160-8G	C2C2-Dof	TFF
Soffic.01G0027430-1H	NAC	TFF
Soffic.05G0020720-5G	AP2-EREBP	TFF
Soffic.01C0020500-1C	C2C2-YABBY	TFF
Soffic.04G0024400-4G	C2C2-GATA	TFF
Soffic.03G0019330-3D	GNAT	OTR
Soffic.03G0022970-3A	RWP-RK	TFF
Soffic.03G0030300-3E	SET	OTR
Soffic.01D0003910-1D	AP2-EREBP	TFF
Soffic.01G0047910-1H	NAC	TFF
Soffic.01H0041180-1H	Orphans	Orphans
Soffic.02G0030810-2D	C3H	TFF
Soffic.04G0015400-4H	AP2-EREBP	TFF
Soffic.05G0008580-5A	Orphans	Orphans
Soffic.01G0035010-1A	TIG	TFF
Soffic.06D0016230-6D	Orphans	Orphans
Soffic.04D0019830-4D	MADS	TFF
Soffic.03G0009720-3H	zf-BED	TFF
Soffic.04G0002360-4G	BES1	TFF
Soffic.01G0029810-1B	Orphans	Orphans
Soffic.06G0016770-6D	PLATZ	TFF
Soffic.02E0015650-2E	PHD	OTR
Soffic.01G0048120-1D	AP2-EREBP	TFF
Soffic.04G0015220-4F	E2F-DP	TFF
Soffic.06H0005890-6H	AUX/IAA	OTR
Soffic.02B0008370-2B	C2H2	TFF
Soffic.06G0021560-6D	TRAF	OTR
Soffic.01G0023290-1C	ARR-B	TFF
Soffic.09G0013210-9E	MYB	TFF
Soffic.03G0039260-3E	FAR1	TFF
Soffic.10F0022670-10F	MADS	TFF
Soffic.02G0017920-2A	NAC	TFF
Soffic.05H0007810-5H	WRKY	TFF
Soffic.02G0027460-2H	Orphans	Orphans
Soffic.03H0035830-3H	mTERF	OTR
Soffic.10G0002490-10D	HSF	TFF
Soffic.01G0015110-1B	AUX/IAA	OTR
Soffic.09G0012360-9G	C2C2-Dof	TFF
Soffic.10G0017840-10A	MADS	TFF
Soffic.03G0009430-3H	C3H	TFF
Soffic.05G0010490-5G	AP2-EREBP	TFF
Soffic.07G0020760-7D	bHLH	TFF
Soffic.08G0015990-8A	CPP	TFF
Soffic.01G0042190-1G	Tify	TFF
Soffic.07H0011780-7H	NAC	TFF
Soffic.02G0022780-2B	bHLH	TFF
Soffic.03G0002160-3E	BES1	TFF
Soffic.02G0019550-2D	bHLH	TFF
Soffic.04G0000520-4F	CSD	TFF
Soffic.05H0010780-5H	ABI3VP1	TFF
Soffic.03G0026130-3B	zf-A20	TFF
Soffic.04G0008200-4A	FAR1	TFF
Soffic.02G0028330-2B	C2C2-Dof	TFF
Soffic.10H0020640-10H	Orphans	Orphans
Soffic.01G0033190-1E	Orphans	Orphans
Soffic.09G0009960-9D	ARF	TFF
Soffic.02F0035690-2F	bZIP	TFF
Soffic.03G0009000-3D	zf-BED	TFF
Soffic.04G0018670-4H	mTERF	OTR
Soffic.07G0012220-7F	bHLH	TFF
Soffic.09G0021670-9C	DDT	OTR
Soffic.02G0027310-2D	Orphans	Orphans
Soffic.10G0014870-10A	Top	TFF
Soffic.02G0021600-2G	MYB-related	TFF
Soffic.03G0016440-3B	Orphans	Orphans
Soffic.08G0010530-8E	LIM	TFF
Soffic.07G0005890-7F	WRKY	TFF
Soffic.08G0007010-8F	zf-BED	TFF
Soffic.01G0004830-1D	bHLH	TFF
Soffic.04G0024680-4B	zf-HD	TFF
Soffic.02G0019020-2C	ARID	OTR
Soffic.10G0006400-10G	FAR1	TFF
Soffic.06G0000340-6A	C3H	TFF
Soffic.01G0004240-1C	GRAS	TFF
Soffic.02G0025970-2E	mTERF	OTR
Soffic.05G0001770-5A	GRAS	TFF
Soffic.01G0042210-1A	AP2-EREBP	TFF
Soffic.03G0015080-3E	Orphans	Orphans
Soffic.01G0045530-1B	C2H2	TFF
Soffic.04G0026070-4B	CCAAT	TFF
Soffic.09G0012330-9D	TRAF	OTR
Soffic.02G0015110-2A	bZIP	TFF
Soffic.04G0021300-4C	FAR1	TFF
Soffic.04G0014210-4E	FAR1	TFF
Soffic.05G0015710-5C	BSD	TFF
Soffic.01G0023050-1C	Orphans	Orphans
Soffic.06G0016390-6E	C2H2	TFF
Soffic.07G0009850-7E	bZIP	TFF
Soffic.05G0022210-5A	GRAS	TFF
Soffic.05E0011450-5E	MADS	TFF
Soffic.03G0005190-3B	bHLH	TFF
Soffic.06G0017790-6C	MYB-related	TFF
Soffic.02D0007970-2D	PHD	OTR
Soffic.02H0035520-2H	MED26	OTR
Soffic.03G0005500-3G	CCAAT	TFF
Soffic.01E0008330-1E	C2C2-Dof	TFF
Soffic.01G0003810-1G	Orphans	Orphans
Soffic.04G0006630-4F	AP2-EREBP	TFF
Soffic.06G0013980-6H	Orphans	Orphans
Soffic.03C0005910-3C	Alfin-like	TFF
Soffic.04G0012860-4A	Orphans	Orphans
Soffic.02G0018000-2F	Orphans	Orphans
Soffic.02G0011230-2H	SET	OTR
Soffic.09G0015150-9A	bZIP	TFF
Soffic.09G0021590-9F	NAC	TFF
Soffic.03G0036590-3H	TIG	TFF
Soffic.09G0004820-9B	C3H	TFF
Soffic.01G0015780-1E	GRF	TFF
Soffic.04G0001320-4D	PHD	OTR
Soffic.01E0002780-1E	GRAS	TFF
Soffic.06G0022920-6G	AP2-EREBP	TFF
Soffic.06G0014450-6C	AP2-EREBP	TFF
Soffic.07D0006400-7D	TRAF	OTR
Soffic.04G0030200-4F	bHLH	TFF
Soffic.04C0000040-4C	PLATZ	TFF
Soffic.01G0035760-1F	MYB	TFF
Soffic.03H0025940-3H	bZIP	TFF
Soffic.09H0012420-9H	AP2-EREBP	TFF
Soffic.02G0032340-2A	bHLH	TFF
Soffic.02G0021950-2A	bHLH	TFF
Soffic.03G0017830-3A	Top	TFF
Soffic.09G0009380-9E	GRAS	TFF
Soffic.10G0003310-10C	Orphans	Orphans
Soffic.10G0001060-10D	MYB	TFF
Soffic.01G0006370-1C	WRKY	TFF
Soffic.07G0006360-7F	AP2-EREBP	TFF
Soffic.03G0001840-3B	bHLH	TFF
Soffic.01G0030140-1C	MED26	OTR
Soffic.01G0047080-1H	TRAF	OTR
Soffic.06G0016450-6A	MYB	TFF
Soffic.08H0011810-8H	Orphans	Orphans
Soffic.02G0028110-2H	FHA	TFF
Soffic.09G0010050-9H	FHA	TFF
Soffic.01D0020550-1D	GeBP	TFF
Soffic.04B0028930-4B	AP2-EREBP	TFF
Soffic.04G0005660-4D	SBP	TFF
Soffic.08G0001450-8G	NAC	TFF
Soffic.04F0005630-4F	PLATZ	TFF
Soffic.06G0022860-6A	FAR1	TFF
Soffic.09F0007970-9F	Orphans	Orphans
Soffic.03G0030180-3G	WRKY	TFF
Soffic.10G0013860-10A	HB	TFF
Soffic.07G0000640-7G	AUX/IAA	OTR
Soffic.07G0001860-7C	TRAF	OTR
Soffic.04G0017080-4G	zf-A20	TFF
Soffic.01G0023830-1A	Orphans	Orphans
Soffic.04G0022170-4C	SET	OTR
Soffic.09G0015660-9D	Orphans	Orphans
Soffic.01E0024370-1E	Orphans	Orphans
Soffic.02H0010130-2H	MYB	TFF
Soffic.10G0014520-10C	NAC	TFF
Soffic.09G0019170-9E	AP2-EREBP	TFF
Soffic.01H0014040-1H	NAC	TFF
Soffic.02H0022720-2H	MADS	TFF
Soffic.07G0019130-7G	zf-A20	TFF
Soffic.07G0013130-7F	MYB	TFF
Soffic.06C0000090-6C	GeBP	TFF
Soffic.02G0020760-2C	bHLH	TFF
Soffic.08D0008620-8D	Jumonji	OTR
Soffic.01D0036270-1D	Orphans	Orphans
Soffic.01G0016360-1C	ABI3VP1	TFF
Soffic.05B0015560-5B	CCAAT	TFF
Soffic.04G0029300-4C	GeBP	TFF
Soffic.06G0007820-6D	Orphans	Orphans
Soffic.03H0012190-3H	HB	TFF
Soffic.10G0005680-10D	AP2-EREBP	TFF
Soffic.01G0020240-1E	MYB-related	TFF
Soffic.06G0010520-6B	Orphans	Orphans
Soffic.01H0036330-1H	PAS	TFF
Soffic.09G0007620-9E	WRKY	TFF
Soffic.02G0004520-2B	Tify	TFF
Soffic.07F0007020-7F	TRAF	OTR
Soffic.03G0037080-3F	ARF	TFF
Soffic.06G0006730-6G	Tify	TFF
Soffic.05G0006020-5E	WRKY	TFF
Soffic.01G0003600-1A	GRAS	TFF
Soffic.04G0010360-4F	MYB-related	TFF
Soffic.01G0046640-1H	Orphans	Orphans
Soffic.03G0032340-3D	MYB	TFF
Soffic.09G0019320-9D	MYB	TFF
Soffic.07F0006890-7F	MYB	TFF
Soffic.09H0013290-9H	FAR1	TFF
Soffic.06G0012110-6C	C1-4-t1	TFF
Soffic.02G0019700-2F	AP2-EREBP	TFF
Soffic.03G0023130-3H	MYB	TFF
Soffic.06G0009400-6F	zf-BED	TFF
Soffic.10G0013690-10G	AUX/IAA	OTR
Soffic.09G0020340-9A	MYB	TFF
Soffic.01E0023600-1E	Orphans	Orphans
Soffic.03G0005380-3D	zf-fF-X1	TFF
Soffic.05G0003990-5H	OFP	TFF
Soffic.09G0008990-9D	AP2-EREBP	TFF
Soffic.09G0017090-9H	Tify	TFF
Soffic.04G0022480-4F	PHD	OTR
Soffic.01G0028870-1D	FAR1	TFF
Soffic.10G0003570-10B	Top	TFF
Soffic.08G0000170-8G	FAR1	TFF
Soffic.04G0016220-4G	Orphans	Orphans
Soffic.06H0000060-6H	GeBP	TFF
Soffic.09G0013800-9H	PHD	OTR
Soffic.05G0007040-5G	ABI3VP1	TFF
Soffic.04G0018590-4D	C3H	TFF
Soffic.04E0005030-4E	Top	TFF
Soffic.01H0037230-1H	Orphans	Orphans
Soffic.05H0015050-5H	bHLH	TFF
Soffic.04G0030150-4C	AP2-EREBP	TFF
