gene	Family	Type
SoffiXsponR570.08Dg016100	MYB	TFF
SoffiXsponR570.08Dg019200	BSD	TFF
SoffiXsponR570.08Dg023500	TRAF	OTR
SoffiXsponR570.08Dg024000	MYB-related	TFF
SoffiXsponR570.08Dg024400	NAC	TFF
SoffiXsponR570.08Dg026100	zf-LSD1	TFF
SoffiXsponR570.08Dg026300	C3H	TFF
SoffiXsponR570.08Dg027500	Top	TFF
SoffiXsponR570.08Dg027600	bHLH	TFF
SoffiXsponR570.08Dg028400	GNAT	OTR
SoffiXsponR570.08Dg029200	Sigma70-like	TFF
SoffiXsponR570.08Dg033400	CCAAT	TFF
SoffiXsponR570.08Dg034500	bZIP	TFF
SoffiXsponR570.08Dg036400	SET	OTR
SoffiXsponR570.08Dg036700	CCAAT	TFF
SoffiXsponR570.08Dg045200	NAC	TFF
SoffiXsponR570.08Dg051900	ABI3VP1	TFF
SoffiXsponR570.08Dg052100	AP2-EREBP	TFF
SoffiXsponR570.08Dg052200	AP2-EREBP	TFF
SoffiXsponR570.08Dg052300	AP2-EREBP	TFF
SoffiXsponR570.08Dg052400	AP2-EREBP	TFF
SoffiXsponR570.08Dg055600	TRAF	OTR
SoffiXsponR570.08Dg055900	TRAF	OTR
SoffiXsponR570.08Dg057600	WRKY	TFF
SoffiXsponR570.08Dg061900	SET	OTR
SoffiXsponR570.08Dg064500	MYB	TFF
SoffiXsponR570.08Dg065700	GNAT	OTR
SoffiXsponR570.08Dg077600	bZIP	TFF
SoffiXsponR570.08Dg080700	MBF1	OTR
SoffiXsponR570.08Dg081400	PAS	TFF
SoffiXsponR570.08Dg084500	CCAAT	TFF
SoffiXsponR570.08Dg085200	WRKY	TFF
SoffiXsponR570.08Dg088500	SET	OTR
SoffiXsponR570.08Dg093900	AP2-EREBP	TFF
SoffiXsponR570.08Dg101700	MYB	TFF
SoffiXsponR570.08Dg101900	Tify	TFF
SoffiXsponR570.08Dg104400	NAC	TFF
SoffiXsponR570.08Dg104500	MYB	TFF
SoffiXsponR570.08Dg105200	MYB	TFF
SoffiXsponR570.08Dg105300	MYB-related	TFF
SoffiXsponR570.08Dg106400	NAC	TFF
SoffiXsponR570.08Dg106700	MYB	TFF
SoffiXsponR570.08Dg107100	zf-HD	TFF
SoffiXsponR570.08Dg107400	zf-HD	TFF
SoffiXsponR570.08Dg111600	SET	OTR
SoffiXsponR570.08Dg115700	ARID	OTR
SoffiXsponR570.08Dg121800	C2H2	TFF
SoffiXsponR570.08Dg123500	bHLH	TFF
SoffiXsponR570.08Dg124100	bZIP	TFF
SoffiXsponR570.08Dg127000	AP2-EREBP	TFF
SoffiXsponR570.08Dg130600	bHLH	TFF
SoffiXsponR570.08Dg136400	NAC	TFF
SoffiXsponR570.08Dg137600	PLATZ	TFF
SoffiXsponR570.08Dg143200	C2H2	TFF
SoffiXsponR570.08Dg146900	bZIP	TFF
SoffiXsponR570.08Dg147000	bZIP	TFF
SoffiXsponR570.08Dg147100	bZIP	TFF
SoffiXsponR570.08Dg149400	SRS	TFF
SoffiXsponR570.08Dg151900	TCP	TFF
SoffiXsponR570.08Dg152500	bZIP	TFF
SoffiXsponR570.08Dg152700	bHLH	TFF
SoffiXsponR570.08Dg153000	bHLH	TFF
SoffiXsponR570.08Dg153100	bHLH	TFF
SoffiXsponR570.08Dg155800	bZIP	TFF
SoffiXsponR570.08Dg157900	RB	OTR
SoffiXsponR570.08Dg160800	bHLH	TFF
SoffiXsponR570.08Dg162400	MADS	TFF
SoffiXsponR570.08Dg167400	TRAF	OTR
SoffiXsponR570.08Dg169500	CCAAT	TFF
SoffiXsponR570.08Dg170700	C2C2-Dof	TFF
SoffiXsponR570.08Dg171500	bHLH	TFF
SoffiXsponR570.08Dg171700	bZIP	TFF
SoffiXsponR570.08Dg172100	MYB	TFF
SoffiXsponR570.08Eg001100	bZIP	TFF
SoffiXsponR570.08Eg003300	CCAAT	TFF
SoffiXsponR570.08Eg013500	WRKY	TFF
SoffiXsponR570.08Eg015100	SET	OTR
SoffiXsponR570.08Eg018300	ABI3VP1	TFF
SoffiXsponR570.08Eg018500	AP2-EREBP	TFF
SoffiXsponR570.08Eg018600	AP2-EREBP	TFF
SoffiXsponR570.08Eg018800	AP2-EREBP	TFF
SoffiXsponR570.08Eg019400	PHD	OTR
SoffiXsponR570.08Eg021800	TRAF	OTR
SoffiXsponR570.08Eg022200	TRAF	OTR
SoffiXsponR570.08Eg022300	TRAF	OTR
SoffiXsponR570.08Eg023700	ABI3VP1	TFF
SoffiXsponR570.08Eg029500	SET	OTR
SoffiXsponR570.08Eg032000	MYB	TFF
SoffiXsponR570.08Eg032500	GNAT	OTR
SoffiXsponR570.08Eg039400	MYB-related	TFF
SoffiXsponR570.08Eg044300	MBF1	OTR
SoffiXsponR570.08Eg044800	PAS	TFF
SoffiXsponR570.08Eg048000	CCAAT	TFF
SoffiXsponR570.08Eg048900	WRKY	TFF
SoffiXsponR570.08Eg056000	AP2-EREBP	TFF
SoffiXsponR570.08Eg061100	PHD	OTR
SoffiXsponR570.08Eg063500	MYB	TFF
SoffiXsponR570.08Eg063600	Tify	TFF
SoffiXsponR570.08Eg066100	TCP	TFF
SoffiXsponR570.08Eg066700	NAC	TFF
SoffiXsponR570.08Eg066800	MYB	TFF
SoffiXsponR570.08Eg068500	NAC	TFF
SoffiXsponR570.08Eg068700	MYB	TFF
SoffiXsponR570.08Eg068900	MYB	TFF
SoffiXsponR570.08Eg069200	zf-HD	TFF
SoffiXsponR570.08Eg069400	zf-HD	TFF
SoffiXsponR570.08Eg073600	C2H2	TFF
SoffiXsponR570.08Eg074000	GeBP	TFF
SoffiXsponR570.08Eg076200	bZIP	TFF
SoffiXsponR570.08Eg077600	AP2-EREBP	TFF
SoffiXsponR570.08Eg081100	bHLH	TFF
SoffiXsponR570.08Eg082400	zf-HD	TFF
SoffiXsponR570.08Eg086800	NAC	TFF
SoffiXsponR570.08Eg087200	SOH1	OTR
SoffiXsponR570.08Eg088100	PLATZ	TFF
SoffiXsponR570.08Eg096300	C2H2	TFF
SoffiXsponR570.08Eg099700	bZIP	TFF
SoffiXsponR570.08Eg100100	MYB	TFF
SoffiXsponR570.08Eg101700	SRS	TFF
SoffiXsponR570.08Eg102700	HSF	TFF
SoffiXsponR570.08Eg103700	AP2-EREBP	TFF
SoffiXsponR570.08Eg103800	AP2-EREBP	TFF
SoffiXsponR570.08Eg104500	bZIP	TFF
SoffiXsponR570.08Eg104800	bHLH	TFF
SoffiXsponR570.08Eg105100	bHLH	TFF
SoffiXsponR570.08Eg105400	bHLH	TFF
SoffiXsponR570.08Eg112500	bHLH	TFF
SoffiXsponR570.08Eg114200	MADS	TFF
SoffiXsponR570.08Eg114600	MADS	TFF
SoffiXsponR570.08Eg118300	FHA	TFF
SoffiXsponR570.08Eg120500	bHLH	TFF
SoffiXsponR570.08Eg121200	TRAF	OTR
SoffiXsponR570.08Eg122300	TRAF	OTR
SoffiXsponR570.08Eg122400	TRAF	OTR
SoffiXsponR570.08Eg126300	ARF	TFF
SoffiXsponR570.08Eg126300	AUX/IAA	OTR
SoffiXsponR570.08Eg126800	MYB	TFF
SoffiXsponR570.08Eg128400	mTERF	OTR
SoffiXsponR570.08Eg129500	SBP	TFF
SoffiXsponR570.08Eg133200	EIL	TFF
SoffiXsponR570.08Eg133500	bHLH	TFF
SoffiXsponR570.08Eg135100	zf-A20	TFF
SoffiXsponR570.08Eg138300	Pseudo_ARR-B	OTR
SoffiXsponR570.08Eg142100	WRKY	TFF
SoffiXsponR570.08Eg145600	TRAF	OTR
SoffiXsponR570.08Eg149300	bHLH	TFF
SoffiXsponR570.08Eg149500	bZIP	TFF
SoffiXsponR570.09Ag002700	PAS	TFF
SoffiXsponR570.09Ag004600	SAP	TFF
SoffiXsponR570.09Ag004600	zf-MIZ	OTR
SoffiXsponR570.09Ag006100	MYB-related	TFF
SoffiXsponR570.09Ag016400	TRAF	OTR
SoffiXsponR570.09Ag018300	C2H2	TFF
SoffiXsponR570.09Ag022700	SET	OTR
SoffiXsponR570.09Ag025900	MYB	TFF
SoffiXsponR570.09Ag026100	MYB	TFF
SoffiXsponR570.09Ag026700	FHA	TFF
SoffiXsponR570.09Ag026900	NAC	TFF
SoffiXsponR570.09Ag027400	C3H	TFF
SoffiXsponR570.09Ag028800	GRAS	TFF
SoffiXsponR570.09Ag035600	WRKY	TFF
SoffiXsponR570.09Ag035700	WRKY	TFF
SoffiXsponR570.09Ag035800	SET	OTR
SoffiXsponR570.09Ag036100	WRKY	TFF
SoffiXsponR570.09Ag036200	WRKY	TFF
SoffiXsponR570.09Ag050200	bZIP	TFF
SoffiXsponR570.09Ag050300	GRAS	TFF
SoffiXsponR570.09Ag051000	TUB	TFF
SoffiXsponR570.09Ag051700	MED26	OTR
SoffiXsponR570.09Ag052800	SAP	TFF
SoffiXsponR570.09Ag053400	AP2-EREBP	TFF
SoffiXsponR570.09Ag060300	WRKY	TFF
SoffiXsponR570.09Ag062300	MYB	TFF
SoffiXsponR570.09Ag067600	NAC	TFF
SoffiXsponR570.09Ag068600	MADS	TFF
SoffiXsponR570.09Ag068900	MADS	TFF
SoffiXsponR570.09Ag069300	zf-HD	TFF
SoffiXsponR570.09Ag069700	Alfin-like	TFF
SoffiXsponR570.09Ag076300	bZIP	TFF
SoffiXsponR570.09Ag083800	C3H	TFF
SoffiXsponR570.09Ag085900	NAC	TFF
SoffiXsponR570.09Ag086700	ARF	TFF
SoffiXsponR570.09Ag091900	MADS	TFF
SoffiXsponR570.09Ag095000	WRKY	TFF
SoffiXsponR570.09Ag095200	SWI/SNF-BAF60b	OTR
SoffiXsponR570.09Ag096900	LIM	TFF
SoffiXsponR570.09Ag099200	MYB	TFF
SoffiXsponR570.09Ag100200	PHD	OTR
SoffiXsponR570.09Ag115300	PAS	TFF
SoffiXsponR570.09Ag117400	MYB	TFF
SoffiXsponR570.09Ag123400	MYB	TFF
SoffiXsponR570.09Ag123900	mTERF	OTR
SoffiXsponR570.09Ag124200	mTERF	OTR
SoffiXsponR570.09Ag124700	mTERF	OTR
SoffiXsponR570.09Ag125000	mTERF	OTR
SoffiXsponR570.09Ag125300	mTERF	OTR
SoffiXsponR570.09Ag126000	GRAS	TFF
SoffiXsponR570.09Ag126100	GRAS	TFF
SoffiXsponR570.09Ag134300	AP2-EREBP	TFF
SoffiXsponR570.09Ag135300	MYB-related	TFF
SoffiXsponR570.09Ag136800	ABI3VP1	TFF
SoffiXsponR570.09Ag138100	ABI3VP1	TFF
SoffiXsponR570.09Ag138300	ABI3VP1	TFF
SoffiXsponR570.09Ag140500	CPP	TFF
SoffiXsponR570.09Ag140600	CPP	TFF
SoffiXsponR570.09Ag144700	bHLH	TFF
SoffiXsponR570.09Ag145600	NAC	TFF
SoffiXsponR570.09Ag145800	zf-LSD1	TFF
SoffiXsponR570.09Ag149300	ARF	TFF
SoffiXsponR570.09Ag155000	CCAAT	TFF
SoffiXsponR570.09Ag156400	C2C2-YABBY	TFF
SoffiXsponR570.09Ag159300	TFIID	TFF
SoffiXsponR570.09Ag159400	C2C2-GATA	TFF
SoffiXsponR570.09Ag164400	NAC	TFF
SoffiXsponR570.09Ag166600	bHLH	TFF
SoffiXsponR570.09Ag167400	MYB	TFF
SoffiXsponR570.09Ag169200	HB	TFF
SoffiXsponR570.09Ag173400	TRAF	OTR
SoffiXsponR570.09Bg001900	PAS	TFF
SoffiXsponR570.09Bg005200	MYB-related	TFF
SoffiXsponR570.09Bg015400	TRAF	OTR
SoffiXsponR570.09Bg015600	GRAS	TFF
SoffiXsponR570.09Bg017300	C2H2	TFF
SoffiXsponR570.09Bg019600	FAR1	TFF
SoffiXsponR570.09Bg022200	SET	OTR
SoffiXsponR570.09Bg025200	MYB	TFF
SoffiXsponR570.09Bg026300	FHA	TFF
SoffiXsponR570.09Bg026900	NAC	TFF
SoffiXsponR570.09Bg027400	C3H	TFF
SoffiXsponR570.09Bg028300	GRAS	TFF
SoffiXsponR570.09Bg028800	GRAS	TFF
SoffiXsponR570.09Bg034800	WRKY	TFF
SoffiXsponR570.09Bg035000	SET	OTR
SoffiXsponR570.09Bg035500	WRKY	TFF
SoffiXsponR570.09Bg039800	DDT	OTR
SoffiXsponR570.09Bg039800	PHD	OTR
SoffiXsponR570.09Bg047700	OFP	TFF
SoffiXsponR570.09Bg051500	TUB	TFF
SoffiXsponR570.09Bg052700	MED26	OTR
SoffiXsponR570.09Bg053500	SAP	TFF
SoffiXsponR570.09Bg057100	C2H2	TFF
SoffiXsponR570.09Bg057700	TCP	TFF
SoffiXsponR570.09Bg063400	WRKY	TFF
SoffiXsponR570.09Bg063500	WRKY	TFF
SoffiXsponR570.09Bg065400	MYB	TFF
SoffiXsponR570.09Bg065800	bHLH	TFF
SoffiXsponR570.09Bg071000	MADS	TFF
SoffiXsponR570.09Bg072000	Alfin-like	TFF
SoffiXsponR570.09Bg078700	bZIP	TFF
SoffiXsponR570.09Bg079300	C3H	TFF
SoffiXsponR570.09Bg080200	Jumonji	OTR
SoffiXsponR570.09Bg086200	NAC	TFF
SoffiXsponR570.09Bg086800	ARF	TFF
SoffiXsponR570.09Bg090200	MYB	TFF
SoffiXsponR570.09Bg092100	MADS	TFF
SoffiXsponR570.09Bg099200	bZIP	TFF
SoffiXsponR570.09Bg100000	PAS	TFF
SoffiXsponR570.09Bg101100	MYB	TFF
SoffiXsponR570.09Bg106100	MYB-related	TFF
SoffiXsponR570.09Bg106100	MYB	TFF
SoffiXsponR570.09Bg110400	MYB	TFF
SoffiXsponR570.09Bg110900	mTERF	OTR
SoffiXsponR570.09Bg112100	GRAS	TFF
SoffiXsponR570.09Bg115400	C2H2	TFF
SoffiXsponR570.09Bg119700	AP2-EREBP	TFF
SoffiXsponR570.09Bg122700	ABI3VP1	TFF
SoffiXsponR570.09Bg122900	ABI3VP1	TFF
SoffiXsponR570.09Bg123000	ABI3VP1	TFF
SoffiXsponR570.09Bg123100	ABI3VP1	TFF
SoffiXsponR570.09Bg125900	LIM	TFF
SoffiXsponR570.09Bg129400	AUX/IAA	OTR
SoffiXsponR570.09Bg129500	AUX/IAA	OTR
SoffiXsponR570.09Bg134800	NAC	TFF
SoffiXsponR570.09Bg135000	zf-LSD1	TFF
SoffiXsponR570.09Bg137200	CCAAT	TFF
SoffiXsponR570.09Bg144000	CCAAT	TFF
SoffiXsponR570.09Bg148600	TFIID	TFF
SoffiXsponR570.09Bg148700	C2C2-GATA	TFF
SoffiXsponR570.09Bg154700	NAC	TFF
SoffiXsponR570.09Bg154900	NAC	TFF
SoffiXsponR570.09Bg157600	bHLH	TFF
SoffiXsponR570.09Bg160800	HB	TFF
SoffiXsponR570.09Cg012800	TRAF	OTR
SoffiXsponR570.09Cg012900	GRAS	TFF
SoffiXsponR570.09Cg013000	GRAS	TFF
SoffiXsponR570.09Cg014100	C2H2	TFF
SoffiXsponR570.09Cg016400	FAR1	TFF
SoffiXsponR570.09Cg022400	MYB	TFF
SoffiXsponR570.09Cg022700	MYB	TFF
SoffiXsponR570.09Cg023400	FHA	TFF
SoffiXsponR570.09Cg024000	C3H	TFF
SoffiXsponR570.09Cg029300	WRKY	TFF
SoffiXsponR570.09Cg029700	WRKY	TFF
SoffiXsponR570.09Cg042000	OFP	TFF
SoffiXsponR570.09Cg043900	OFP	TFF
SoffiXsponR570.09Cg048000	TUB	TFF
SoffiXsponR570.09Cg050500	AP2-EREBP	TFF
SoffiXsponR570.09Cg051100	C2C2-GATA	TFF
SoffiXsponR570.09Cg051200	C2C2-GATA	TFF
SoffiXsponR570.09Cg053900	C2H2	TFF
SoffiXsponR570.09Cg054700	TCP	TFF
SoffiXsponR570.09Cg056200	MYB	TFF
SoffiXsponR570.09Cg060800	WRKY	TFF
SoffiXsponR570.09Cg063000	bHLH	TFF
SoffiXsponR570.09Cg063100	PLATZ	TFF
SoffiXsponR570.09Cg063300	bHLH	TFF
SoffiXsponR570.09Cg067400	NAC	TFF
SoffiXsponR570.09Cg068200	MADS	TFF
SoffiXsponR570.09Cg078300	C3H	TFF
SoffiXsponR570.09Cg085100	NAC	TFF
SoffiXsponR570.09Cg085800	ARF	TFF
SoffiXsponR570.09Cg094600	WRKY	TFF
SoffiXsponR570.09Cg094800	SWI/SNF-BAF60b	OTR
SoffiXsponR570.09Cg096500	LIM	TFF
SoffiXsponR570.09Cg098600	MYB	TFF
SoffiXsponR570.09Cg113100	PAS	TFF
SoffiXsponR570.09Cg114500	MYB	TFF
SoffiXsponR570.09Cg117500	MYB-related	TFF
SoffiXsponR570.09Cg117500	MYB	TFF
SoffiXsponR570.09Cg123800	GRAS	TFF
SoffiXsponR570.09Cg127600	NAC	TFF
SoffiXsponR570.09Cg131600	C2H2	TFF
SoffiXsponR570.09Cg133000	MYB-related	TFF
SoffiXsponR570.09Cg135400	ABI3VP1	TFF
SoffiXsponR570.09Cg136000	ABI3VP1	TFF
SoffiXsponR570.09Cg136100	ABI3VP1	TFF
SoffiXsponR570.09Cg136700	TAZ	TFF
SoffiXsponR570.09Cg141600	CPP	TFF
SoffiXsponR570.09Cg141700	CPP	TFF
SoffiXsponR570.09Cg145000	NAC	TFF
SoffiXsponR570.09Cg145300	zf-LSD1	TFF
SoffiXsponR570.09Cg149600	CCAAT	TFF
SoffiXsponR570.09Cg150500	ARF	TFF
SoffiXsponR570.09Cg155900	CCAAT	TFF
SoffiXsponR570.09Cg157300	C2C2-YABBY	TFF
SoffiXsponR570.09Cg159400	TFIID	TFF
SoffiXsponR570.09Cg159500	C2C2-GATA	TFF
SoffiXsponR570.09Cg162900	NAC	TFF
SoffiXsponR570.09Cg166700	MYB	TFF
SoffiXsponR570.09Cg170000	HB	TFF
SoffiXsponR570.09Cg173000	ABI3VP1	TFF
SoffiXsponR570.09Cg173400	TRAF	OTR
SoffiXsponR570.09Dg001600	PAS	TFF
SoffiXsponR570.09Dg004900	MYB-related	TFF
SoffiXsponR570.09Dg014100	TRAF	OTR
SoffiXsponR570.09Dg014200	GRAS	TFF
SoffiXsponR570.09Dg016200	C2H2	TFF
SoffiXsponR570.09Dg020600	SET	OTR
SoffiXsponR570.09Dg024200	GRAS	TFF
SoffiXsponR570.09Dg025200	C3H	TFF
SoffiXsponR570.09Dg025600	NAC	TFF
SoffiXsponR570.09Dg026600	FHA	TFF
SoffiXsponR570.09Dg033000	NAC	TFF
SoffiXsponR570.09Dg035800	MED26	OTR
SoffiXsponR570.09Dg042500	WRKY	TFF
SoffiXsponR570.09Dg042700	SWI/SNF-BAF60b	OTR
SoffiXsponR570.09Dg044200	LIM	TFF
SoffiXsponR570.09Dg046100	MYB	TFF
SoffiXsponR570.09Dg047000	PHD	OTR
SoffiXsponR570.09Dg062000	FHA	TFF
SoffiXsponR570.09Dg068300	PAS	TFF
SoffiXsponR570.09Dg069400	MYB	TFF
SoffiXsponR570.09Dg072300	MYB-related	TFF
SoffiXsponR570.09Dg072300	MYB	TFF
SoffiXsponR570.09Dg083200	NAC	TFF
SoffiXsponR570.09Dg087000	C2H2	TFF
SoffiXsponR570.09Dg088600	MYB-related	TFF
SoffiXsponR570.09Dg090400	ABI3VP1	TFF
SoffiXsponR570.09Dg091300	ABI3VP1	TFF
SoffiXsponR570.09Dg091400	ABI3VP1	TFF
SoffiXsponR570.09Dg091500	ABI3VP1	TFF
SoffiXsponR570.09Dg091900	TAZ	TFF
SoffiXsponR570.09Dg094800	LIM	TFF
SoffiXsponR570.09Dg098400	AUX/IAA	OTR
SoffiXsponR570.09Dg098600	AUX/IAA	OTR
SoffiXsponR570.09Dg100200	CPP	TFF
SoffiXsponR570.09Dg103800	NAC	TFF
SoffiXsponR570.09Dg106500	CCAAT	TFF
SoffiXsponR570.09Dg107300	ARF	TFF
SoffiXsponR570.09Dg114000	CCAAT	TFF
SoffiXsponR570.09Dg115200	C2C2-YABBY	TFF
SoffiXsponR570.09Dg118200	TFIID	TFF
SoffiXsponR570.09Dg118300	C2C2-GATA	TFF
SoffiXsponR570.09Dg121800	NAC	TFF
SoffiXsponR570.09Dg127300	HB	TFF
SoffiXsponR570.09Dg130900	ABI3VP1	TFF
SoffiXsponR570.09Dg131300	TRAF	OTR
SoffiXsponR570.09Eg001300	PAS	TFF
SoffiXsponR570.09Eg003600	SAP	TFF
SoffiXsponR570.09Eg005300	MYB-related	TFF
SoffiXsponR570.09Eg017900	GRAS	TFF
SoffiXsponR570.09Eg020600	FAR1	TFF
SoffiXsponR570.09Eg026200	FHA	TFF
SoffiXsponR570.09Eg026600	NAC	TFF
SoffiXsponR570.09Eg026900	C3H	TFF
SoffiXsponR570.09Eg028100	GRAS	TFF
SoffiXsponR570.09Eg033400	SET	OTR
SoffiXsponR570.09Eg033900	WRKY	TFF
SoffiXsponR570.09Eg034200	WRKY	TFF
SoffiXsponR570.09Eg043100	bZIP	TFF
SoffiXsponR570.09Eg046000	TUB	TFF
SoffiXsponR570.09Eg047000	MED26	OTR
SoffiXsponR570.09Eg048100	SAP	TFF
SoffiXsponR570.09Eg048600	AP2-EREBP	TFF
SoffiXsponR570.09Eg049400	C2C2-GATA	TFF
SoffiXsponR570.09Eg050800	C2H2	TFF
SoffiXsponR570.09Eg051600	TCP	TFF
SoffiXsponR570.09Eg054100	MYB-related	TFF
SoffiXsponR570.09Eg057400	WRKY	TFF
SoffiXsponR570.09Eg057500	WRKY	TFF
SoffiXsponR570.09Eg059600	MYB	TFF
SoffiXsponR570.09Eg066100	Alfin-like	TFF
SoffiXsponR570.09Eg072400	bZIP	TFF
SoffiXsponR570.09Eg077800	Jumonji	OTR
SoffiXsponR570.09Eg082100	MYB	TFF
SoffiXsponR570.09Eg084200	MADS	TFF
SoffiXsponR570.09Eg087500	WRKY	TFF
SoffiXsponR570.09Eg087700	SWI/SNF-BAF60b	OTR
SoffiXsponR570.09Eg089100	LIM	TFF
SoffiXsponR570.09Eg091300	MYB	TFF
SoffiXsponR570.09Eg092100	PHD	OTR
SoffiXsponR570.09Eg094200	FHA	TFF
SoffiXsponR570.09Eg100600	PAS	TFF
SoffiXsponR570.09Eg102500	MYB	TFF
SoffiXsponR570.09Eg104300	MYB-related	TFF
SoffiXsponR570.09Eg104300	MYB	TFF
SoffiXsponR570.09Eg107500	C2C2-Dof	TFF
SoffiXsponR570.09Eg119700	AP2-EREBP	TFF
SoffiXsponR570.09Eg120200	NAC	TFF
SoffiXsponR570.09Eg121800	bHLH	TFF
SoffiXsponR570.09Eg122100	C2C2-Dof	TFF
SoffiXsponR570.09Eg123000	ABI3VP1	TFF
SoffiXsponR570.09Eg123900	ABI3VP1	TFF
SoffiXsponR570.09Eg127800	LIM	TFF
SoffiXsponR570.09Eg130000	CPP	TFF
SoffiXsponR570.09Eg130100	CPP	TFF
SoffiXsponR570.10Ag001600	PAS	TFF
SoffiXsponR570.10Ag002200	C2C2-Dof	TFF
SoffiXsponR570.10Ag013800	TRAF	OTR
SoffiXsponR570.10Ag018600	WRKY	TFF
SoffiXsponR570.10Ag018800	WRKY	TFF
SoffiXsponR570.10Ag019000	WRKY	TFF
SoffiXsponR570.10Ag024200	NAC	TFF
SoffiXsponR570.10Ag025600	MYB	TFF
SoffiXsponR570.10Ag026300	AP2-EREBP	TFF
SoffiXsponR570.10Ag027800	C2C2-GATA	TFF
SoffiXsponR570.10Ag031500	C2H2	TFF
SoffiXsponR570.10Ag042200	DDT	OTR
SoffiXsponR570.10Ag042200	PHD	OTR
SoffiXsponR570.10Ag045600	bZIP	TFF
SoffiXsponR570.10Ag047800	NAC	TFF
SoffiXsponR570.10Ag051300	Pseudo_ARR-B	OTR
SoffiXsponR570.10Ag052100	HB	TFF
SoffiXsponR570.10Ag052900	PHD	OTR
SoffiXsponR570.10Ag055900	TUB	TFF
SoffiXsponR570.10Ag056900	MED26	OTR
SoffiXsponR570.10Ag062500	TCP	TFF
SoffiXsponR570.10Ag066100	MYB-related	TFF
SoffiXsponR570.10Ag066600	NAC	TFF
SoffiXsponR570.10Ag072600	MYB-related	TFF
SoffiXsponR570.10Ag073100	NAC	TFF
SoffiXsponR570.10Ag079800	ABI3VP1	TFF
SoffiXsponR570.10Ag091100	Alfin-like	TFF
SoffiXsponR570.10Ag092800	AP2-EREBP	TFF
SoffiXsponR570.10Ag095100	PHD	OTR
SoffiXsponR570.10Ag101900	AUX/IAA	OTR
SoffiXsponR570.10Ag111100	Sigma70-like	TFF
SoffiXsponR570.10Ag111500	bHLH	TFF
SoffiXsponR570.10Ag113900	C3H	TFF
SoffiXsponR570.10Ag115700	SAP	TFF
SoffiXsponR570.10Ag120700	SBP	TFF
SoffiXsponR570.10Ag129400	ARF	TFF
SoffiXsponR570.10Ag129800	GNAT	OTR
SoffiXsponR570.10Ag138100	CCAAT	TFF
SoffiXsponR570.10Ag139400	PAS	TFF
SoffiXsponR570.10Ag142000	GRF	TFF
SoffiXsponR570.10Ag144600	BSD	TFF
SoffiXsponR570.10Ag145100	MYB	TFF
SoffiXsponR570.10Ag148100	Jumonji	OTR
SoffiXsponR570.10Ag157900	WRKY	TFF
SoffiXsponR570.10Ag164200	bHLH	TFF
SoffiXsponR570.10Ag173400	NAC	TFF
SoffiXsponR570.10Ag196400	FHA	TFF
SoffiXsponR570.10Ag198500	GRAS	TFF
SoffiXsponR570.10Ag198700	GRAS	TFF
SoffiXsponR570.10Ag200100	C2C2-Dof	TFF
SoffiXsponR570.10Ag206900	PAS	TFF
SoffiXsponR570.10Ag211600	MYB	TFF
SoffiXsponR570.10Ag215800	MYB-related	TFF
SoffiXsponR570.10Ag215800	MYB	TFF
SoffiXsponR570.10Ag216500	C2H2	TFF
SoffiXsponR570.10Ag216700	C2H2	TFF
SoffiXsponR570.10Ag222500	MYB-related	TFF
SoffiXsponR570.10Ag222500	MYB	TFF
SoffiXsponR570.10Ag223700	GRAS	TFF
SoffiXsponR570.10Ag224100	GRAS	TFF
SoffiXsponR570.10Ag224200	GRAS	TFF
SoffiXsponR570.10Ag224900	GRAS	TFF
SoffiXsponR570.10Ag225000	GRAS	TFF
SoffiXsponR570.10Ag225700	C2H2	TFF
SoffiXsponR570.10Bg001600	PAS	TFF
SoffiXsponR570.10Bg006300	MYB-related	TFF
SoffiXsponR570.10Bg012800	TRAF	OTR
SoffiXsponR570.10Bg013000	TRAF	OTR
SoffiXsponR570.10Bg017200	WRKY	TFF
SoffiXsponR570.10Bg017400	WRKY	TFF
SoffiXsponR570.10Bg017800	WRKY	TFF
SoffiXsponR570.10Bg018200	WRKY	TFF
SoffiXsponR570.10Bg023000	NAC	TFF
SoffiXsponR570.10Bg023100	NAC	TFF
SoffiXsponR570.10Bg025400	zf-HD	TFF
SoffiXsponR570.10Bg025900	MYB	TFF
SoffiXsponR570.10Bg028600	C2C2-GATA	TFF
SoffiXsponR570.10Bg037700	TRAF	OTR
SoffiXsponR570.10Bg040900	DDT	OTR
SoffiXsponR570.10Bg040900	PHD	OTR
SoffiXsponR570.10Bg044700	bZIP	TFF
SoffiXsponR570.10Bg046700	bZIP	TFF
SoffiXsponR570.10Bg050100	ABI3VP1	TFF
SoffiXsponR570.10Bg051300	OFP	TFF
SoffiXsponR570.10Bg055300	Pseudo_ARR-B	OTR
SoffiXsponR570.10Bg059700	MED26	OTR
SoffiXsponR570.10Bg065700	bHLH	TFF
SoffiXsponR570.10Bg068300	C3H	TFF
SoffiXsponR570.10Bg073200	WRKY	TFF
SoffiXsponR570.10Bg074600	SBP	TFF
SoffiXsponR570.10Bg083200	ARF	TFF
SoffiXsponR570.10Bg083900	GNAT	OTR
SoffiXsponR570.10Bg086500	RB	OTR
SoffiXsponR570.10Bg092000	CCAAT	TFF
SoffiXsponR570.10Bg093300	PAS	TFF
SoffiXsponR570.10Bg096200	GRF	TFF
SoffiXsponR570.10Bg098700	BSD	TFF
